username,tweetcreatedat,text,clean_text,remove_symb,clean_text_two,case_fold,tokenize,data
AneuAneudwi,2022-10-05 23:05:54+00:00,Tolong Pengen banget kuliah di ........... caramencinta,Tolong Pengen banget kuliah di ........... caramencinta,Tolong Pengen banget kuliah di caramencinta,Tolong Pengen banget kuliah di caramencinta,tolong pengen banget kuliah di caramencinta,"['tolong', 'ken', 'banget', 'kuliah', 'caramencinta']",tolong ken banget kuliah caramencinta
agilpahinggaa,2022-10-05 23:05:53+00:00,Tolong Pengen banget kuliah di thataanma,Tolong Pengen banget kuliah di thataanma,Tolong Pengen banget kuliah di thataanma,Tolong Pengen banget kuliah di thataanma,tolong pengen banget kuliah di thataanma,"['tolong', 'ken', 'banget', 'kuliah', 'thataanma']",tolong ken banget kuliah thataanma
atikanrl_,2022-10-05 23:05:29+00:00,"@radenrauf mumpung ada giveaway. memang lagi butuh hp atau nggak uang untuk beli hp yg kualitas kameranya bagus buat bikin video tugas kuliah. bismillah semoga rejeki 
“MAU #GrabUnlimited OM!”"," mumpung ada giveaway. memang lagi butuh hp atau nggak uang untuk beli hp yg kualitas kameranya bagus buat bikin video tugas kuliah. bismillah semoga rejeki 
“MAU #GrabUnlimited OM!”",mumpung ada giveaway memang lagi butuh hp atau nggak uang untuk beli hp yg kualitas kameranya bagus buat bikin video tugas kuliah bismillah semoga rejeki MAU GrabUnlimited OM,mumpung ada giveaway memang lagi butuh hp atau nggak uang untuk beli hp yg kualitas kameranya bagus buat bikin video tugas kuliah bismillah semoga rejeki MAU GrabUnlimited OM,mumpung ada giveaway memang lagi butuh hp atau nggak uang untuk beli hp yg kualitas kameranya bagus buat bikin video tugas kuliah bismillah semoga rejeki mau grabunlimited om,"['mumpung', 'giveaway', 'butuh', 'hp', 'nggak', 'uang', 'beli', 'hp', 'kualitas', 'kamera', 'bagus', 'bikin', 'video', 'tugas', 'kuliah', 'bismillah', 'moga', 'rejeki', 'grabunlimited', 'om']",mumpung giveaway butuh hp nggak uang beli hp kualitas kamera bagus bikin video tugas kuliah bismillah moga rejeki grabunlimited om
mhistophile,2022-10-05 23:03:54+00:00,MARK MAU KULIAH DI LUAR YHH???? https://t.co/sX2SpnuDNT,MARK MAU KULIAH DI LUAYHH???? https://t.co/sX2SpnuDNT,MARK MAU KULIAH DI LUAYHH,MARK MAU KULIAH DI LUAYHH,mark mau kuliah di luayhh,"['mark', 'kuliah', 'luayhh']",mark kuliah luayhh
tutnice,2022-10-05 23:03:38+00:00,"@presidenlauk @107aWvS Bisa jd kursus jarak jauh jadi lah sarjana😓

Tanpa kuliah (minimal lulus S1) jdlah profesor🤪

Ada rumor ijazah palsu jdlah pemimpin..😳

Kasihan yg kuliah tinggi2 disalip..modal ijazah cumlaude pun ga guna😑

Malah negara lain yg hargai..spt pak Habibie😉"," Bisa jd kursus jarak jauh jadi lah sarjana😓

Tanpa kuliah (minimal lulus S1) jdlah profesor🤪

Ada rumor ijazah palsu jdlah pemimpin..😳

Kasihan yg kuliah tinggi2 disalip..modal ijazah cumlaude pun ga guna😑

Malah negara lain yg hargai..spt pak Habibie😉",Bisa jd kursus jarak jauh jadi lah sarjana Tanpa kuliah minimal lulus S1 jdlah profesor Ada rumor ijazah palsu jdlah pemimpin Kasihan yg kuliah tinggi2 disalip modal ijazah cumlaude pun ga guna Malah negara lain yg hargai spt pak Habibie,Bisa jd kursus jarak jauh jadi lah sarjana Tanpa kuliah minimal lulus S jdlah profesor Ada rumor ijazah palsu jdlah pemimpin Kasihan yg kuliah tinggi disalip modal ijazah cumlaude pun ga guna Malah negara lain yg hargai spt pak Habibie,bisa jd kursus jarak jauh jadi lah sarjana tanpa kuliah minimal lulus s jdlah profesor ada rumor ijazah palsu jdlah pemimpin kasihan yg kuliah tinggi disalip modal ijazah cumlaude pun ga guna malah negara lain yg hargai spt pak habibie,"['jd', 'kursus', 'jarak', 'sarjana', 'kuliah', 'minimal', 'lulus', 'jdlah', 'profesor', 'rumor', 'ijazah', 'palsu', 'jdlah', 'pimpin', 'kasihan', 'kuliah', 'tinggi', 'salip', 'modal', 'ijazah', 'cumlaude', 'negara', 'harga', 'spt', 'habibie']",jd kursus jarak sarjana kuliah minimal lulus jdlah profesor rumor ijazah palsu jdlah pimpin kasihan kuliah tinggi salip modal ijazah cumlaude negara harga spt habibie
bucin_nuna,2022-10-05 23:03:37+00:00,"Selamat pagi, dunia nyata dan dunia fiksi. Yang dunia nyata, semoga lancar sekolah, kuliah, sama kerjanya. Yang dunia fiksi semoga lancar nulis sama bacanya 🤧","Selamat pagi, dunia nyata dan dunia fiksi. Yang dunia nyata, semoga lancar sekolah, kuliah, sama kerjanya. Yang dunia fiksi semoga lancar nulis sama bacanya 🤧",Selamat pagi dunia nyata dan dunia fiksi Yang dunia nyata semoga lancar sekolah kuliah sama kerjanya Yang dunia fiksi semoga lancar nulis sama bacanya,Selamat pagi dunia nyata dan dunia fiksi Yang dunia nyata semoga lancar sekolah kuliah sama kerjanya Yang dunia fiksi semoga lancar nulis sama bacanya,selamat pagi dunia nyata dan dunia fiksi yang dunia nyata semoga lancar sekolah kuliah sama kerjanya yang dunia fiksi semoga lancar nulis sama bacanya,"['selamat', 'pagi', 'dunia', 'dunia', 'fiksi', 'dunia', 'moga', 'lancar', 'sekolah', 'kuliah', 'kerja', 'dunia', 'fiksi', 'moga', 'lancar', 'nulis', 'baca']",selamat pagi dunia dunia fiksi dunia moga lancar sekolah kuliah kerja dunia fiksi moga lancar nulis baca
hopekookwife,2022-10-05 23:03:27+00:00,Morning routine sebelum kuliah dan kerja https://t.co/hvUoKAUrdL,Morning routine sebelum kuliah dan kerja https://t.co/hvUoKAUrdL,Morning routine sebelum kuliah dan kerja,Morning routine sebelum kuliah dan kerja,morning routine sebelum kuliah dan kerja,"['morning', 'routine', 'kuliah']",morning routine kuliah
matchalatte0410,2022-10-05 23:02:54+00:00,anjeng kentekan outfit kuliah,anjeng kentekan outfit kuliah,anjeng kentekan outfit kuliah,anjeng kentekan outfit kuliah,anjeng kentekan outfit kuliah,"['anjeng', 'kentekan', 'outfit', 'kuliah']",anjeng kentekan outfit kuliah
PureeeMiyuu_,2022-10-05 23:02:54+00:00,"@matcharonx Pengalaman ngmng begini, dia malah blg ""ga gondrong ga laki.""

""Pgn deh pas kuliah punya foto like 'oh gue pernah gondrong'"""," Pengalaman ngmng begini, dia malah blg ""ga gondrong ga laki.""

""Pgn deh pas kuliah punya foto like 'oh gue pernah gondrong'""",Pengalaman ngmng begini dia malah blg ga gondrong ga laki Pgn deh pas kuliah punya foto like oh gue pernah gondrong,Pengalaman ngmng begini dia malah blg ga gondrong ga laki Pgn deh pas kuliah punya foto like oh gue pernah gondrong,pengalaman ngmng begini dia malah blg ga gondrong ga laki pgn deh pas kuliah punya foto like oh gue pernah gondrong,"['alam', 'ngmng', 'blg', 'gondrong', 'laki', 'pgn', 'deh', 'pas', 'kuliah', 'foto', 'like', 'oh', 'gondrong']",alam ngmng blg gondrong laki pgn deh pas kuliah foto like oh gondrong
peachibubbles,2022-10-05 23:02:52+00:00,"WTS!!! HELP RT 
❗🔊HALO GAIS KU MAU JUAL""IN BARANG"" SISA GO NIH MURCE"" BANGET YUK,SUDAH DI BUNDLE LEBIH MURAH LAGI SUDAH DAPAT BANYAKKK. ADA YANG OFFICIAL DAN UNOFF YA GAIS🙏🫶🏻✨🔊

Bener"" lagi butuh banget buat kuliah + adik sekolah;) YUKK habisin gaiss🥹🙏","WTS!!! HELP
❗🔊HALO GAIS KU MAU JUAL""IN BARANG"" SISA GO NIH MURCE"" BANGET YUK,SUDAH DI BUNDLE LEBIH MURAH LAGI SUDAH DAPAT BANYAKKK. ADA YANG OFFICIAL DAN UNOFF YA GAIS🙏🫶🏻✨🔊

Bener"" lagi butuh banget buat kuliah + adik sekolah;) YUKK habisin gaiss🥹🙏",WTS HELP HALO GAIS KU MAU JUAL IN BARANG SISA GO NIH MURCE BANGET YUK SUDAH DI BUNDLE LEBIH MURAH LAGI SUDAH DAPAT BANYAKKK ADA YANG OFFICIAL DAN UNOFF YA GAIS Bener lagi butuh banget buat kuliah adik sekolah YUKK habisin gaiss,WTS HELP HALO GAIS KU MAU JUAL IN BARANG SISA GO NIH MURCE BANGET YUK SUDAH DI BUNDLE LEBIH MURAH LAGI SUDAH DAPAT BANYAKKK ADA YANG OFFICIAL DAN UNOFF YA GAIS Bener lagi butuh banget buat kuliah adik sekolah YUKK habisin gaiss,wts help halo gais ku mau jual in barang sisa go nih murce banget yuk sudah di bundle lebih murah lagi sudah dapat banyakkk ada yang official dan unoff ya gais bener lagi butuh banget buat kuliah adik sekolah yukk habisin gaiss,"['wts', 'help', 'gais', 'ku', 'jual', 'in', 'barang', 'sisa', 'go', 'nih', 'murce', 'banget', 'yuk', 'bundle', 'murah', 'banyakkk', 'official', 'unoff', 'gais', 'bener', 'butuh', 'banget', 'kuliah', 'adik', 'sekolah', 'yukk', 'habisin', 'gaiss']",wts help gais ku jual in barang sisa go nih murce banget yuk bundle murah banyakkk official unoff gais bener butuh banget kuliah adik sekolah yukk habisin gaiss
alfariz101214,2022-10-05 23:02:26+00:00,"@MamatAlkatiri mamat punya koneksi punggawa partai aja dah aneh wkwk. lebih aneh lagi brigitta ngaku harta dibekuin, gabisa kuliah bla bla bla tp bisa jajan bisa makeup bisa bayar listrik bisa beli baju baru bisa ke luar negeri awikwok"," mamat punya koneksi punggawa partai aja dah aneh wkwk. lebih aneh lagi brigitta ngaku harta dibekuin, gabisa kuliah bla bla bla tp bisa jajan bisa makeup bisa bayar listrik bisa beli baju baru bisa ke luar negeri awikwok",mamat punya koneksi punggawa partai aja dah aneh wkwk lebih aneh lagi brigitta ngaku harta dibekuin gabisa kuliah bla bla bla tp bisa jajan bisa makeup bisa bayar listrik bisa beli baju baru bisa ke luar negeri awikwok,mamat punya koneksi punggawa partai aja dah aneh wkwk lebih aneh lagi brigitta ngaku harta dibekuin gabisa kuliah bla bla bla tp bisa jajan bisa makeup bisa bayar listrik bisa beli baju baru bisa ke luar negeri awikwok,mamat punya koneksi punggawa partai aja dah aneh wkwk lebih aneh lagi brigitta ngaku harta dibekuin gabisa kuliah bla bla bla tp bisa jajan bisa makeup bisa bayar listrik bisa beli baju baru bisa ke luar negeri awikwok,"['mamat', 'koneksi', 'punggawa', 'partai', 'aja', 'dah', 'aneh', 'wkwk', 'aneh', 'brigitta', 'ngaku', 'harta', 'dibekuin', 'gabisa', 'kuliah', 'bla', 'bla', 'bla', 'jajan', 'makeup', 'bayar', 'listrik', 'beli', 'baju', 'negeri', 'awikwok']",mamat koneksi punggawa partai aja dah aneh wkwk aneh brigitta ngaku harta dibekuin gabisa kuliah bla bla bla jajan makeup bayar listrik beli baju negeri awikwok
bukansugar,2022-10-05 23:02:11+00:00,@Jeniaaishere @FWBESS Wahh kuliah pake crop top, Wahh kuliah pake crop top,Wahh kuliah pake crop top,Wahh kuliah pake crop top,wahh kuliah pake crop top,"['wahh', 'kuliah', 'pake', 'crop', 'top']",wahh kuliah pake crop top
papatanjung,2022-10-05 23:02:08+00:00,"@PineksoRoyi1 @FreedomlandSatu kenapa dari awal dilantik gak pernah jelas? mulai ayah ibu, sma, kuliah, tempat lahir semua keterangan lebih dari satu...ibunya tiga yg diakui, sma aja solo atau jogja, kuliah katanya UGM Drs atau Ir semua selalu dijawab buzzer kalo palsu kok bisa nyapres?"," kenapa dari awal dilantik gak pernah jelas? mulai ayah ibu, sma, kuliah, tempat lahir semua keterangan lebih dari satu...ibunya tiga yg diakui, sma aja solo atau jogja, kuliah katanya UGM Drs atau Ir semua selalu dijawab buzzer kalo palsu kok bisa nyapres?",kenapa dari awal dilantik gak pernah jelas mulai ayah ibu sma kuliah tempat lahir semua keterangan lebih dari satu ibunya tiga yg diakui sma aja solo atau jogja kuliah katanya UGM Drs atau Ir semua selalu dijawab buzzer kalo palsu kok bisa nyapres,kenapa dari awal dilantik gak pernah jelas mulai ayah ibu sma kuliah tempat lahir semua keterangan lebih dari satu ibunya tiga yg diakui sma aja solo atau jogja kuliah katanya UGM Drs atau Ir semua selalu dijawab buzzer kalo palsu kok bisa nyapres,kenapa dari awal dilantik gak pernah jelas mulai ayah ibu sma kuliah tempat lahir semua keterangan lebih dari satu ibunya tiga yg diakui sma aja solo atau jogja kuliah katanya ugm drs atau ir semua selalu dijawab buzzer kalo palsu kok bisa nyapres,"['lantik', 'gak', 'ayah', 'sma', 'kuliah', 'lahir', 'terang', 'ibu', 'aku', 'sma', 'aja', 'solo', 'jogja', 'kuliah', 'ugm', 'drs', 'ir', 'buzzer', 'kalo', 'palsu', 'nyapres']",lantik gak ayah sma kuliah lahir terang ibu aku sma aja solo jogja kuliah ugm drs ir buzzer kalo palsu nyapres
rainbowholiyay,2022-10-05 23:01:59+00:00,"@radenrauf Buat kuliah bang, biar ga diledekin bang"," Buat kuliah bang, biar ga diledekin bang",Buat kuliah bang biar ga diledekin bang,Buat kuliah bang biar ga diledekin bang,buat kuliah bang biar ga diledekin bang,"['kuliah', 'bang', 'biar', 'diledekin', 'bang']",kuliah bang biar diledekin bang
dandiirzani,2022-10-05 23:01:49+00:00,"@stanmenfess ga sekali dua kali tweet ke gini ditanyain di menfess ini, tandanya emg pas kerja pasti ada ngerasain fase “kesepian” dan ngerasa “gapunya temen” yaaa..
wkwk memang kerja tida seenak itu ges,
cara ngatasi kesepiannya: telpon temen kuliah! intinya temen diluar kantor."," ga sekali dua kali tweet ke gini ditanyain di menfess ini, tandanya emg pas kerja pasti ada ngerasain fase “kesepian” dan ngerasa “gapunya temen” yaaa..
wkwk memang kerja tida seenak itu ges,
cara ngatasi kesepiannya: telpon temen kuliah! intinya temen diluar kantor.",ga sekali dua kali tweet ke gini ditanyain di menfess ini tandanya emg pas kerja pasti ada ngerasain fase kesepian dan ngerasa gapunya temen yaaa wkwk memang kerja tida seenak itu ges cara ngatasi kesepiannya telpon temen kuliah intinya temen diluar kantor,ga sekali dua kali tweet ke gini ditanyain di menfess ini tandanya emg pas kerja pasti ada ngerasain fase kesepian dan ngerasa gapunya temen yaaa wkwk memang kerja tida seenak itu ges cara ngatasi kesepiannya telpon temen kuliah intinya temen diluar kantor,ga sekali dua kali tweet ke gini ditanyain di menfess ini tandanya emg pas kerja pasti ada ngerasain fase kesepian dan ngerasa gapunya temen yaaa wkwk memang kerja tida seenak itu ges cara ngatasi kesepiannya telpon temen kuliah intinya temen diluar kantor,"['tweet', 'gin', 'ditanyain', 'menfess', 'tanda', 'emg', 'pas', 'ngerasain', 'fase', 'sepi', 'ngerasa', 'gapunya', 'temen', 'yaaa', 'wkwk', 'tida', 'enak', 'ges', 'ngatasi', 'sepi', 'telpon', 'temen', 'kuliah', 'inti', 'temen', 'luar', 'kantor']",tweet gin ditanyain menfess tanda emg pas ngerasain fase sepi ngerasa gapunya temen yaaa wkwk tida enak ges ngatasi sepi telpon temen kuliah inti temen luar kantor
strawberypud,2022-10-05 23:01:41+00:00,"@lcsmachiatto sirkel kuliah banyak yg fake. i've experienced it once. kamu bakal lebih seneng punya 1/2 temen di kampus yg bener2 tulus bantuin kamu hehe. and i'd be your friends, diah! hihi salam kenall ya aku skye kita moots tp jarang interact"," sirkel kuliah banyak yg fake. i've experienced it once. kamu bakal lebih seneng punya 1/2 temen di kampus yg bener2 tulus bantuin kamu hehe. and i'd be your friends, diah! hihi salam kenall ya aku skye kita moots tp jarang interact",sirkel kuliah banyak yg fake i ve experienced it once kamu bakal lebih seneng punya 1 2 temen di kampus yg bener2 tulus bantuin kamu hehe and i d be your friends diah hihi salam kenall ya aku skye kita moots tp jarang interact,sirkel kuliah banyak yg fake i ve experienced it once kamu bakal lebih seneng punya   temen di kampus yg bener tulus bantuin kamu hehe and i d be your friends diah hihi salam kenall ya aku skye kita moots tp jarang interact,sirkel kuliah banyak yg fake i ve experienced it once kamu bakal lebih seneng punya   temen di kampus yg bener tulus bantuin kamu hehe and i d be your friends diah hihi salam kenall ya aku skye kita moots tp jarang interact,"['sirkel', 'kuliah', 'fake', 've', 'experienced', 'it', 'once', 'neng', 'temen', 'kampus', 'bener', 'tulus', 'bantuin', 'hehe', 'and', 'be', 'your', 'friends', 'diah', 'hihi', 'kenall', 'skye', 'moots', 'jarang', 'interact']",sirkel kuliah fake ve experienced it once neng temen kampus bener tulus bantuin hehe and be your friends diah hihi kenall skye moots jarang interact
Minaraaaa1,2022-10-05 23:01:27+00:00,@convomf Selama kuliah w selalu bangunin temen cowokku sama gebetan kek gini tp mereka jadiannya sama cewek lain 😀, Selama kuliah w selalu bangunin temen cowokku sama gebetan kek gini tp mereka jadiannya sama cewek lain 😀,Selama kuliah w selalu bangunin temen cowokku sama gebetan kek gini tp mereka jadiannya sama cewek lain,Selama kuliah w selalu bangunin temen cowokku sama gebetan kek gini tp mereka jadiannya sama cewek lain,selama kuliah w selalu bangunin temen cowokku sama gebetan kek gini tp mereka jadiannya sama cewek lain,"['kuliah', 'bangunin', 'temen', 'cowok', 'gebetan', 'kek', 'gin', 'jadi', 'cewek']",kuliah bangunin temen cowok gebetan kek gin jadi cewek
konsentrik,2022-10-05 23:01:22+00:00,"Jaman masih kuliah mah gua yang bangun kesiangan, kalau minggu baru dia yang kesianhan https://t.co/sOxEKkAPHq","Jaman masih kuliah mah gua yang bangun kesiangan, kalau minggu baru dia yang kesianhan https://t.co/sOxEKkAPHq",Jaman masih kuliah mah gua yang bangun kesiangan kalau minggu baru dia yang kesianhan,Jaman masih kuliah mah gua yang bangun kesiangan kalau minggu baru dia yang kesianhan,jaman masih kuliah mah gua yang bangun kesiangan kalau minggu baru dia yang kesianhan,"['jaman', 'kuliah', 'mah', 'bangun', 'siang', 'minggu', 'kesianhan']",jaman kuliah mah bangun siang minggu kesianhan
motokeyaki46,2022-10-05 23:01:19+00:00,Temen kuliah tetep paling aku inget,Temen kuliah tetep paling aku inget,Temen kuliah tetep paling aku inget,Temen kuliah tetep paling aku inget,temen kuliah tetep paling aku inget,"['temen', 'kuliah', 'tetep', 'inget']",temen kuliah tetep inget
Den_Bei_Aguk,2022-10-05 23:00:55+00:00,"jadi inget masa-masa kuliah, bikin denah pake pensil warna yang bisa jadi cat air.☺️ https://t.co/q9fMZk7b48","jadi inget masa-masa kuliah, bikin denah pake pensil warna yang bisa jadi cat air.☺️ https://t.co/q9fMZk7b48",jadi inget masa masa kuliah bikin denah pake pensil warna yang bisa jadi cat air,jadi inget masa masa kuliah bikin denah pake pensil warna yang bisa jadi cat air,jadi inget masa masa kuliah bikin denah pake pensil warna yang bisa jadi cat air,"['inget', 'kuliah', 'bikin', 'denah', 'pake', 'pensil', 'warna', 'cat', 'air']",inget kuliah bikin denah pake pensil warna cat air
classix_pizza,2022-10-05 23:00:45+00:00,"@collegemenfess Pertemanan kuliah penuh drama demi Allah, pinter pinter cari temen deh, dannn paling penting kalo ada masalah sama satu temen kuliah jangan pernah cerita ke temen lain, ceritanya sama temen beda kampus, atau siapapun jangan sampe temen sejurusan atau sekelas jangan sampeeee"," Pertemanan kuliah penuh drama demi Allah, pinter pinter cari temen deh, dannn paling penting kalo ada masalah sama satu temen kuliah jangan pernah cerita ke temen lain, ceritanya sama temen beda kampus, atau siapapun jangan sampe temen sejurusan atau sekelas jangan sampeeee",Pertemanan kuliah penuh drama demi Allah pinter pinter cari temen deh dannn paling penting kalo ada masalah sama satu temen kuliah jangan pernah cerita ke temen lain ceritanya sama temen beda kampus atau siapapun jangan sampe temen sejurusan atau sekelas jangan sampeeee,Pertemanan kuliah penuh drama demi Allah pinter pinter cari temen deh dannn paling penting kalo ada masalah sama satu temen kuliah jangan pernah cerita ke temen lain ceritanya sama temen beda kampus atau siapapun jangan sampe temen sejurusan atau sekelas jangan sampeeee,pertemanan kuliah penuh drama demi allah pinter pinter cari temen deh dannn paling penting kalo ada masalah sama satu temen kuliah jangan pernah cerita ke temen lain ceritanya sama temen beda kampus atau siapapun jangan sampe temen sejurusan atau sekelas jangan sampeeee,"['teman', 'kuliah', 'penuh', 'drama', 'allah', 'pinter', 'pinter', 'cari', 'temen', 'deh', 'dannn', 'kalo', 'temen', 'kuliah', 'cerita', 'temen', 'cerita', 'temen', 'beda', 'kampus', 'sampe', 'temen', 'jurus', 'kelas', 'sampeee']",teman kuliah penuh drama allah pinter pinter cari temen deh dannn kalo temen kuliah cerita temen cerita temen beda kampus sampe temen jurus kelas sampeee
